	Gene ID	Uniq_Name	KH2013	KYname	KHname	Description	name	ENSMUSG	ENSMUST	annotation_1	annotation_2	loc	SNR	variance	denoised_SNR	denoised_variance	gene_network_leiden	gene_network_n	leiden	gene_clusters_leiden
Rnf181-KY.Chr1.208	KY2019:KY.Chr1.208	Rnf181-KY.Chr1.208	KH.C1.331	RNF181	RNF181	CHR_MG184_PATCH:72359713:72362431:-1 ENSMUSG00000102720.5 ENSMUST00000193509.5 protein_coding protein_coding Rnf181 ring finger protein 181 [Source:MGI Symbol;Acc:MGI:1913760]	Rnf181	ENSMUSG00000102720.5	ENSMUST00000193509.5	protein_coding	protein_coding	CHR_MG184_PATCH:72359713:72362431:-1	0.2293451408327464	0.31126362	0.15596608709080298	0.33016765	1	12	6	0
Pdcd6ip-KY.Chr1.209	KY2019:KY.Chr1.209	Pdcd6ip-KY.Chr1.209	KH.C1.1000	PDCD6IP	PDCD6IP	9:113654472:113708244:-1 ENSMUSG00000032504.15 ENSMUST00000111861.3 protein_coding protein_coding Pdcd6ip programmed cell death 6 interacting protein [Source:MGI Symbol;Acc:MGI:1333753]	Pdcd6ip	ENSMUSG00000032504.15	ENSMUST00000111861.3	protein_coding	protein_coding	9:113654472:113708244:-1	0.3913052808605752	0.69394547	0.2627507861288993	0.6745095	1	20	6	6
Lasp1-KY.Chr1.214	KY2019:KY.Chr1.214	Lasp1-KY.Chr1.214	KH.C1.10	LASP1	LASP/1	11:97799565:97838764:1 ENSMUSG00000038366.15 ENSMUST00000043843.11 protein_coding protein_coding Lasp1 LIM and SH3 protein 1 [Source:MGI Symbol;Acc:MGI:109656]	Lasp1	ENSMUSG00000038366.15	ENSMUST00000043843.11	protein_coding	protein_coding	11:97799565:97838764:1	0.5881543001004829	1.1863493	0.3334606416162204	0.8966752	1	20	2	0
Timeless-KY.Chr1.215	KY2019:KY.Chr1.215	Timeless-KY.Chr1.215	KH.C1.487	TIMELESS	TIMELESS	10:128238066:128252941:1 ENSMUSG00000039994.15 ENSMUST00000105245.2 protein_coding protein_coding Timeless timeless circadian clock 1 [Source:MGI Symbol;Acc:MGI:1321393]	Timeless	ENSMUSG00000039994.15	ENSMUST00000105245.2	protein_coding	protein_coding	10:128238066:128252941:1	0.45307601271428305	0.55572456	0.3188797505399181	0.84233195	1	17	2	0
Zbed4-KY.Chr1.218	KY2019:KY.Chr1.218	Zbed4-KY.Chr1.218	KH.C1.376	ZBED4	CG13775	15:88751660:88784516:1 ENSMUSG00000034333.15 ENSMUST00000041297.14 protein_coding protein_coding Zbed4 zinc finger, BED type containing 4 [Source:MGI Symbol;Acc:MGI:2682302]	Zbed4	ENSMUSG00000034333.15	ENSMUST00000041297.14	protein_coding	protein_coding	15:88751660:88784516:1	0.5249932186247686	0.81932557	0.39211382229248276	0.9502812	1	25	6	0
KY2019:KY.Chr1.220	KY2019:KY.Chr1.220	KY2019:KY.Chr1.220	KH.S1366.1	ASCC2	KH2013:KH.S1366.1	nan	nan	nan	nan	nan	nan	nan	1.2345058855704032	3.8586853	0.13375779827916762	0.23666982	7	26	7	15
Cbx3-KY.Chr1.221	KY2019:KY.Chr1.221	Cbx3-KY.Chr1.221	KH.C1.912	CBX3	CBX1/3/5	6:51470695:51483704:1 ENSMUSG00000029836.15 ENSMUST00000114446.7 protein_coding protein_coding Cbx3 chromobox 3 [Source:MGI Symbol;Acc:MGI:108515]	Cbx3	ENSMUSG00000029836.15	ENSMUST00000114446.7	protein_coding	protein_coding	6:51470695:51483704:1	1.4929663289429194	1.8196548	1.3354913075028059	1.350072	2	19	5	7
Hnrnpa3-KY.Chr1.222	KY2019:KY.Chr1.222	Hnrnpa3-KY.Chr1.222	KH.C1.539	HNRNPA1L2	KH2013:KH.C1.539_HNRNPA1/3	2:75659280:75666121:1 ENSMUSG00000059005.13 ENSMUST00000111961.7 protein_coding protein_coding Hnrnpa3 heterogeneous nuclear ribonucleoprotein A3 [Source:MGI Symbol;Acc:MGI:1917171]	Hnrnpa3	ENSMUSG00000059005.13	ENSMUST00000111961.7	protein_coding	protein_coding	2:75659280:75666121:1	1.1485112276834444	1.9648079	0.9788827862673889	1.6652371	5	15	1	10
Tspan31-KY.Chr1.223	KY2019:KY.Chr1.223	Tspan31-KY.Chr1.223	KH.C1.584	TSPAN31	TSPAN13/31	10:127067280:127070264:-1 ENSMUSG00000006736.9 ENSMUST00000060991.5 protein_coding protein_coding Tspan31 tetraspanin 31 [Source:MGI Symbol;Acc:MGI:1914375]	Tspan31	ENSMUSG00000006736.9	ENSMUST00000060991.5	protein_coding	protein_coding	10:127067280:127070264:-1	0.7827675860610686	1.5817832	0.5117863762505637	1.3051943	1	16	6	4
Naa38-KY.Chr1.224	KY2019:KY.Chr1.224	Naa38-KY.Chr1.224	KH.C1.352	NAA38	LSMD1	11:69395647:69396680:1 ENSMUSG00000059278.9 ENSMUST00000144531.1 protein_coding protein_coding Naa38 N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:MGI Symbol;Acc:MGI:1925554]	Naa38	ENSMUSG00000059278.9	ENSMUST00000144531.1	protein_coding	protein_coding	11:69395647:69396680:1	0.3594978758526507	0.62285703	0.2706408304622725	0.75958586	4	13	4	16
Sap30l-KY.Chr1.225	KY2019:KY.Chr1.225	Sap30l-KY.Chr1.225	KH.C1.245	SAP30L	SAP30L	11:57801637:57810217:1 ENSMUSG00000020519.5 ENSMUST00000020826.5 protein_coding protein_coding Sap30l SAP30-like [Source:MGI Symbol;Acc:MGI:1354709]	Sap30l	ENSMUSG00000020519.5	ENSMUST00000020826.5	protein_coding	protein_coding	11:57801637:57810217:1	0.9474228422334975	1.4107	0.7725570808724654	1.4219148	3	42	5	11
Atp5g1-KY.Chr1.226	KY2019:KY.Chr1.226	Atp5g1-KY.Chr1.226	KH.C1.96	ATP5MC2	ATP5G1/2/3	11:96068867:96075037:-1 ENSMUSG00000006057.15 ENSMUST00000178611.7 protein_coding protein_coding Atp5g1 ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9) [Source:MGI Symbol;Acc:MGI:107653]	Atp5g1	ENSMUSG00000006057.15	ENSMUST00000178611.7	protein_coding	protein_coding	11:96068867:96075037:-1	1.4759388342639146	2.0861871	1.285302827448516	1.8731414	2	28	4	7
Zfx-KY.Chr1.227	KY2019:KY.Chr1.227	Zfx-KY.Chr1.227	KH.C1.359	ZFX	SYD-9	X:94074632:94123407:-1 ENSMUSG00000079509.10 ENSMUST00000113927.7 protein_coding protein_coding Zfx zinc finger protein X-linked [Source:MGI Symbol;Acc:MGI:99211]	Zfx	ENSMUSG00000079509.10	ENSMUST00000113927.7	protein_coding	protein_coding	X:94074632:94123407:-1	0.2877064857383849	0.4544919	0.2084765572571813	0.55762315	4	41	4	11
Rnaseh1-KY.Chr1.230	KY2019:KY.Chr1.230	Rnaseh1-KY.Chr1.230	KH.C1.858	RNASEH1	KH2013:KH.C1.858_RNASEH1	12:28649602:28659589:1 ENSMUSG00000020630.9 ENSMUST00000020959.8 protein_coding protein_coding Rnaseh1 ribonuclease H1 [Source:MGI Symbol;Acc:MGI:1335073]	Rnaseh1	ENSMUSG00000020630.9	ENSMUST00000020959.8	protein_coding	protein_coding	12:28649602:28659589:1	1.3562180582119034	1.7772347	1.1657281291135184	1.4123911	1	20	6	0
Clns1a-KY.Chr1.231	KY2019:KY.Chr1.231	Clns1a-KY.Chr1.231	KH.C1.234	CLNS1A	CLNS1A	7:97696634:97718879:1 ENSMUSG00000025439.5 ENSMUST00000026506.4 protein_coding protein_coding Clns1a chloride channel, nucleotide-sensitive, 1A [Source:MGI Symbol;Acc:MGI:109638]	Clns1a	ENSMUSG00000025439.5	ENSMUST00000026506.4	protein_coding	protein_coding	7:97696634:97718879:1	0.4930231390606551	0.56877756	0.35129005033	0.9346909	1	15	2	0
Mtx1-KY.Chr1.232	KY2019:KY.Chr1.232	Mtx1-KY.Chr1.232	KH.C1.1155	MTX3	MTX1/3	3:89209081:89214430:-1 ENSMUSG00000064068.15 ENSMUST00000073572.11 protein_coding protein_coding Mtx1 metaxin 1 [Source:MGI Symbol;Acc:MGI:103025]	Mtx1	ENSMUSG00000064068.15	ENSMUST00000073572.11	protein_coding	protein_coding	3:89209081:89214430:-1	0.30681571911200944	0.41484404	0.22186290675069803	0.50663656	5	10	1	9
Tacc3-KY.Chr1.233	KY2019:KY.Chr1.233	Tacc3-KY.Chr1.233	KH.C1.240	TACC3	TACC/1/2/3	5:33658586:33672198:1 ENSMUSG00000037313.16 ENSMUST00000114426.9 protein_coding protein_coding Tacc3 transforming, acidic coiled-coil containing protein 3 [Source:MGI Symbol;Acc:MGI:1341163]	Tacc3	ENSMUSG00000037313.16	ENSMUST00000114426.9	protein_coding	protein_coding	5:33658586:33672198:1	0.6324428613138139	1.0683022	0.5397209148157283	1.264625	4	8	1	10
Tmco3-KY.Chr1.234	KY2019:KY.Chr1.234	Tmco3-KY.Chr1.234	KH.C1.177	TMCO3	TMCO3	8:13288211:13322924:1 ENSMUSG00000038497.7 ENSMUST00000045229.6 protein_coding protein_coding Tmco3 transmembrane and coiled-coil domains 3 [Source:MGI Symbol;Acc:MGI:2444946]	Tmco3	ENSMUSG00000038497.7	ENSMUST00000045229.6	protein_coding	protein_coding	8:13288211:13322924:1	0.4039449212510621	0.7738521	0.24493297558903587	0.5199929	0	10	0	4
Amot-KY.Chr1.235	KY2019:KY.Chr1.235	Amot-KY.Chr1.235	KH.C1.326	AMOTL1	AMOTL1/2	X:145446425:145487046:-1 ENSMUSG00000041688.16 ENSMUST00000125271.7 protein_coding protein_coding Amot angiomotin [Source:MGI Symbol;Acc:MGI:108440]	Amot	ENSMUSG00000041688.16	ENSMUST00000125271.7	protein_coding	protein_coding	X:145446425:145487046:-1	0.6056668326363557	1.0581837	0.4564080649167527	1.427956	0	13	0	1
Ephb1-KY.Chr1.238	KY2019:KY.Chr1.238	Ephb1-KY.Chr1.238	KH.C1.404	EPHA4	EPH	9:101922128:102354693:-1 ENSMUSG00000032537.15 ENSMUST00000035129.13 protein_coding protein_coding Ephb1 Eph receptor B1 [Source:MGI Symbol;Acc:MGI:1096337]	Ephb1	ENSMUSG00000032537.15	ENSMUST00000035129.13	protein_coding	protein_coding	9:101922128:102354693:-1	0.5304683992974447	0.6447843	0.410429341443455	0.95998585	2	16	8	2
Ephb2-KY.Chr1.239	KY2019:KY.Chr1.239	Ephb2-KY.Chr1.239	KH.C1.1083	EPHA4	KH2013:KH.C1.1083_EPHA10/2/3/4/5/6/7/8	4:136653608:136835956:-1 ENSMUSG00000028664.14 ENSMUST00000059287.13 protein_coding protein_coding Ephb2 Eph receptor B2 [Source:MGI Symbol;Acc:MGI:99611]	Ephb2	ENSMUSG00000028664.14	ENSMUST00000059287.13	protein_coding	protein_coding	4:136653608:136835956:-1	0.53806893544621	0.8923	0.20037784994938437	0.5158887	6	21	7	8
Ndufs7-KY.Chr1.244	KY2019:KY.Chr1.244	Ndufs7-KY.Chr1.244	KH.C1.355	TENT2	NDUFS7	10:80249452:80256792:1 ENSMUSG00000020153.14 ENSMUST00000020361.6 protein_coding protein_coding Ndufs7 NADH:ubiquinone oxidoreductase core subunit S7 [Source:MGI Symbol;Acc:MGI:1922656]	Ndufs7	ENSMUSG00000020153.14	ENSMUST00000020361.6	protein_coding	protein_coding	10:80249452:80256792:1	1.000933743743643	1.719516	0.8508249487816747	1.5599207	1	23	6	6
Hdac1-KY.Chr1.503	KY2019:KY.Chr1.503	Hdac1-KY.Chr1.503	KH.C1.1027	HDAC2	HDAC1/2	4:129516104:129542713:-1 ENSMUSG00000028800.15 ENSMUST00000102597.4 protein_coding protein_coding Hdac1 histone deacetylase 1 [Source:MGI Symbol;Acc:MGI:108086]	Hdac1	ENSMUSG00000028800.15	ENSMUST00000102597.4	protein_coding	protein_coding	4:129516104:129542713:-1	1.8516614439088623	1.9309007	1.6428760378003362	1.3918269	2	17	4	7
Kcnab2-KY.Chr1.507	KY2019:KY.Chr1.507	Kcnab2-KY.Chr1.507	KH.C1.1062	KCNAB2	KH2013:KH.C1.1062	4:152390745:152477589:-1 ENSMUSG00000028931.12 ENSMUST00000030768.9 protein_coding protein_coding Kcnab2 potassium voltage-gated channel, shaker-related subfamily, beta member 2 [Source:MGI Symbol;Acc:MGI:109239]	Kcnab2	ENSMUSG00000028931.12	ENSMUST00000030768.9	protein_coding	protein_coding	4:152390745:152477589:-1	0.5172997570381119	0.79298073	0.403302495878576	1.0663381	2	32	5	11
Surf1-KY.Chr1.510	KY2019:KY.Chr1.510	Surf1-KY.Chr1.510	KH.C1.538	SURF1	LYPLA1/2	2:26913383:26916530:-1 ENSMUSG00000015790.16 ENSMUST00000015934.12 protein_coding protein_coding Surf1 surfeit gene 1 [Source:MGI Symbol;Acc:MGI:98443]	Surf1	ENSMUSG00000015790.16	ENSMUST00000015934.12	protein_coding	protein_coding	2:26913383:26916530:-1	0.6654909153718259	1.0655563	0.5244104466130837	1.1661391	3	33	2	3
Hnrnpk-KY.Chr1.512	KY2019:KY.Chr1.512	Hnrnpk-KY.Chr1.512	KH.C1.388	HNRNPK	HNRNPK	13:58391239:58402464:-1 ENSMUSG00000021546.18 ENSMUST00000177019.7 protein_coding protein_coding Hnrnpk heterogeneous nuclear ribonucleoprotein K [Source:MGI Symbol;Acc:MGI:99894]	Hnrnpk	ENSMUSG00000021546.18	ENSMUST00000177019.7	protein_coding	protein_coding	13:58391239:58402464:-1	0.7038291769038346	1.4496144	0.49508578476591886	1.0689292	1	37	5	6
Ccdc62-KY.Chr1.513	KY2019:KY.Chr1.513	Ccdc62-KY.Chr1.513	KH.C1.195	CCDC62	CCDC62	5:123930689:123969895:1 ENSMUSG00000061882.12 ENSMUST00000165148.3 protein_coding protein_coding Ccdc62 coiled-coil domain containing 62 [Source:MGI Symbol;Acc:MGI:2684996]	Ccdc62	ENSMUSG00000061882.12	ENSMUST00000165148.3	protein_coding	protein_coding	5:123930689:123969895:1	0.2062020778634468	0.18748805	0.1414163196402906	0.2471686	0	22	0	0
Taok2-KY.Chr1.515	KY2019:KY.Chr1.515	Taok2-KY.Chr1.515	KH.C1.603	TAOK3	TAOK1/2/3	7:126869503:126884703:-1 ENSMUSG00000059981.12 ENSMUST00000117394.1 protein_coding protein_coding Taok2 TAO kinase 2 [Source:MGI Symbol;Acc:MGI:1915919]	Taok2	ENSMUSG00000059981.12	ENSMUST00000117394.1	protein_coding	protein_coding	7:126869503:126884703:-1	0.5767056956047941	1.0383807	0.48155639787896004	1.0242181	5	15	1	9
KY2019:KY.Chr1.520	KY2019:KY.Chr1.520	KY2019:KY.Chr1.520	KH.C1.98	ORF:[39..3029/3334]	KH2013:KH.C1.98	nan	nan	nan	nan	nan	nan	nan	0.5748453404342784	0.98336893	0.5066783044792839	1.083434	5	6	1	9
Col27a1-KY.Chr1.527	KY2019:KY.Chr1.527	Col27a1-KY.Chr1.527	KH.C1.1287	COL24A1	COL1A2	4:63215435:63334991:1 ENSMUSG00000045672.15 ENSMUST00000036300.12 protein_coding protein_coding Col27a1 collagen, type XXVII, alpha 1 [Source:MGI Symbol;Acc:MGI:2672118]	Col27a1	ENSMUSG00000045672.15	ENSMUST00000036300.12	protein_coding	protein_coding	4:63215435:63334991:1	0.2277116735184873	0.17659087	0.17603989903661274	0.36736825	2	8	8	2
Cdipt-KY.Chr1.531	KY2019:KY.Chr1.531	Cdipt-KY.Chr1.531	KH.C1.101	CDIPT	KH2013:KH.C1.101_CDIPT	7:126975914:126980162:1 ENSMUSG00000030682.4 ENSMUST00000032920.4 protein_coding protein_coding Cdipt CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase) [Source:MGI Symbol;Acc:MGI:105491]	Cdipt	ENSMUSG00000030682.4	ENSMUST00000032920.4	protein_coding	protein_coding	7:126975914:126980162:1	0.5492295659058519	1.1085694	0.3387643788056602	0.9757131	6	12	7	8
Cox5b-ps-KY.Chr1.532	KY2019:KY.Chr1.532	Cox5b-ps-KY.Chr1.532	KH.C1.82	COX5B	COX5B/2	13:21501029:21501418:-1 ENSMUSG00000079941.1 ENSMUST00000044043.2 protein_coding protein_coding Cox5b-ps cytochrome c oxidase subunit 5B, pseudogene [Source:MGI Symbol;Acc:MGI:3649411]	Cox5b-ps	ENSMUSG00000079941.1	ENSMUST00000044043.2	protein_coding	protein_coding	13:21501029:21501418:-1	0.6405095497560833	1.1803887	0.4856976649916119	1.3461633	3	17	5	3
Cyp20a1-KY.Chr1.533	KY2019:KY.Chr1.533	Cyp20a1-KY.Chr1.533	KH.C1.246	CYP20A1	CYP20A1	1:60343323:60388060:1 ENSMUSG00000049439.13 ENSMUST00000060608.12 protein_coding protein_coding Cyp20a1 cytochrome P450, family 20, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1925201]	Cyp20a1	ENSMUSG00000049439.13	ENSMUST00000060608.12	protein_coding	protein_coding	1:60343323:60388060:1	0.37689218236627264	0.68371344	0.2388694521016128	0.6389479	4	7	4	10
Hadhb-KY.Chr1.534	KY2019:KY.Chr1.534	Hadhb-KY.Chr1.534	KH.C1.59	HADHB	HADHB	5:30155272:30184589:1 ENSMUSG00000059447.13 ENSMUST00000114786.7 protein_coding protein_coding Hadhb hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta [Source:MGI Symbol;Acc:MGI:2136381]	Hadhb	ENSMUSG00000059447.13	ENSMUST00000114786.7	protein_coding	protein_coding	5:30155272:30184589:1	0.3798499123582509	0.55055684	0.2879242798851966	0.612998	0	17	0	1
Hadha-KY.Chr1.535	KY2019:KY.Chr1.535	Hadha-KY.Chr1.535	KH.C1.933	HADHA	HADHA	5:30118304:30155162:-1 ENSMUSG00000025745.12 ENSMUST00000156859.2 protein_coding protein_coding Hadha hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha [Source:MGI Symbol;Acc:MGI:2135593]	Hadha	ENSMUSG00000025745.12	ENSMUST00000156859.2	protein_coding	protein_coding	5:30118304:30155162:-1	0.4872587412129023	0.79618216	0.316738859276258	0.69771165	0	15	0	1
Klf10-KY.Chr1.536	KY2019:KY.Chr1.536	Klf10-KY.Chr1.536	KH.C1.983	KLF10	KLF10/11/2/4	15:38294416:38299082:-1 ENSMUSG00000037465.10 ENSMUST00000226363.1 protein_coding protein_coding Klf10 Kruppel-like factor 10 [Source:MGI Symbol;Acc:MGI:1101353]	Klf10	ENSMUSG00000037465.10	ENSMUST00000226363.1	protein_coding	protein_coding	15:38294416:38299082:-1	0.33445088288423985	0.64314204	0.21731069918123005	0.5809073	6	10	7	8
Mastl-KY.Chr1.539	KY2019:KY.Chr1.539	Mastl-KY.Chr1.539	KH.C1.535	MASTL	MASTL	2:23115606:23156024:-1 ENSMUSG00000026779.6 ENSMUST00000028119.6 protein_coding protein_coding Mastl microtubule associated serine/threonine kinase-like [Source:MGI Symbol;Acc:MGI:1914371]	Mastl	ENSMUSG00000026779.6	ENSMUST00000028119.6	protein_coding	protein_coding	2:23115606:23156024:-1	0.394559384116999	0.53946424	0.2775790236435518	0.82572633	4	25	4	7
Erlec1-KY.Chr1.541	KY2019:KY.Chr1.541	Erlec1-KY.Chr1.541	KH.C1.936	ERLEC1	ERLEC1	11:30930774:30954152:-1 ENSMUSG00000020311.17 ENSMUST00000073192.13 protein_coding protein_coding Erlec1 endoplasmic reticulum lectin 1 [Source:MGI Symbol;Acc:MGI:1914003]	Erlec1	ENSMUSG00000020311.17	ENSMUST00000073192.13	protein_coding	protein_coding	11:30930774:30954152:-1	0.538031519792081	1.0237345	0.2544324615802628	0.6803229	3	8	5	6
Pstk-KY.Chr1.543	KY2019:KY.Chr1.543	Pstk-KY.Chr1.543	KH.C1.68	PSTK	PSTK	7:131371141:131387839:1 ENSMUSG00000063179.13 ENSMUST00000075610.12 protein_coding protein_coding Pstk phosphoseryl-tRNA kinase [Source:MGI Symbol;Acc:MGI:2685945]	Pstk	ENSMUSG00000063179.13	ENSMUST00000075610.12	protein_coding	protein_coding	7:131371141:131387839:1	0.28217461840235464	0.44531706	0.21250372462272343	0.5375955	2	17	8	2
Snf8-KY.Chr1.544	KY2019:KY.Chr1.544	Snf8-KY.Chr1.544	KH.C1.309	SNF8	SNF8	11:96034885:96047430:1 ENSMUSG00000006058.10 ENSMUST00000006217.9 protein_coding protein_coding Snf8 SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1343161]	Snf8	ENSMUSG00000006058.10	ENSMUST00000006217.9	protein_coding	protein_coding	11:96034885:96047430:1	0.2693801287042851	0.41933084	0.19961163800014814	0.41925892	2	48	8	2
Bbs1-KY.Chr1.545	KY2019:KY.Chr1.545	Bbs1-KY.Chr1.545	KH.C1.199	BBS1	BBS1	19:4886878:4906628:-1 ENSMUSG00000006464.9 ENSMUST00000053506.7 protein_coding protein_coding Bbs1 Bardet-Biedl syndrome 1 (human) [Source:MGI Symbol;Acc:MGI:1277215]	Bbs1	ENSMUSG00000006464.9	ENSMUST00000053506.7	protein_coding	protein_coding	19:4886878:4906628:-1	0.25438706273332135	0.33375227	0.1811700585903907	0.3475891	1	14	5	6
Sptlc3-KY.Chr1.547	KY2019:KY.Chr1.547	Sptlc3-KY.Chr1.547	KH.C1.317	SPTLC2	KH2013:KH.C1.317_SPTLC2/3	2:139493920:139637674:1 ENSMUSG00000039092.9 ENSMUST00000047370.2 protein_coding protein_coding Sptlc3 serine palmitoyltransferase, long chain base subunit 3 [Source:MGI Symbol;Acc:MGI:2444678]	Sptlc3	ENSMUSG00000039092.9	ENSMUST00000047370.2	protein_coding	protein_coding	2:139493920:139637674:1	0.5175737588690564	1.0665008	0.26655540323869636	0.783549	5	16	1	9
Nat2-KY.Chr1.550	KY2019:KY.Chr1.550	Nat2-KY.Chr1.550	KH.C1.1284	SMIM15	C5ORF43	8:67494948:67502570:1 ENSMUSG00000051147.10 ENSMUST00000163856.2 protein_coding protein_coding Nat2 N-acetyltransferase 2 (arylamine N-acetyltransferase) [Source:MGI Symbol;Acc:MGI:109201]	Nat2	ENSMUSG00000051147.10	ENSMUST00000163856.2	protein_coding	protein_coding	8:67494948:67502570:1	0.4920179602225813	0.94365764	0.376127258594704	0.967981	1	14	6	0
Tanc1-KY.Chr1.552	KY2019:KY.Chr1.552	Tanc1-KY.Chr1.552	KH.C1.787	TANC2	TANC1/2	2:59612042:59845717:1 ENSMUSG00000035168.16 ENSMUST00000112568.7 protein_coding protein_coding Tanc1 tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1914110]	Tanc1	ENSMUSG00000035168.16	ENSMUST00000112568.7	protein_coding	protein_coding	2:59612042:59845717:1	0.5946855962684595	1.1011751	0.31473237268222987	0.79340124	0	16	0	1
Kdm5c-KY.Chr1.553	KY2019:KY.Chr1.553	Kdm5c-KY.Chr1.553	KH.C1.677	KDM5A	KDM5B	X:152233272:152273772:1 ENSMUSG00000025332.14 ENSMUST00000082177.12 protein_coding protein_coding Kdm5c lysine (K)-specific demethylase 5C [Source:MGI Symbol;Acc:MGI:99781]	Kdm5c	ENSMUSG00000025332.14	ENSMUST00000082177.12	protein_coding	protein_coding	X:152233272:152273772:1	0.508687877560412	1.1058898	0.40711838614321044	1.2325351	4	29	4	5
Dis3-KY.Chr1.554	KY2019:KY.Chr1.554	Dis3-KY.Chr1.554	KH.C1.1081	DIS3	DIS3	14:99075206:99099770:-1 ENSMUSG00000033166.11 ENSMUST00000042471.10 protein_coding protein_coding Dis3 DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:MGI Symbol;Acc:MGI:1919912]	Dis3	ENSMUSG00000033166.11	ENSMUST00000042471.10	protein_coding	protein_coding	14:99075206:99099770:-1	0.4238241807730154	0.57969373	0.32928092793771013	0.7734196	3	17	3	3
Seh1l-KY.Chr1.555	KY2019:KY.Chr1.555	Seh1l-KY.Chr1.555	KH.C1.63	SEH1L	SEH1L	18:67774876:67795487:1 ENSMUSG00000079614.4 ENSMUST00000025421.8 protein_coding protein_coding Seh1l SEH1-like (S. cerevisiae [Source:MGI Symbol;Acc:MGI:1919374]	Seh1l	ENSMUSG00000079614.4	ENSMUST00000025421.8	protein_coding	protein_coding	18:67774876:67795487:1	0.2994341940933167	0.3921584	0.2308706098025322	0.60589427	5	6	1	9
Mpdu1-KY.Chr1.561	KY2019:KY.Chr1.561	Mpdu1-KY.Chr1.561	KH.C1.89	MPDU1	MPDU1	11:69656697:69662642:-1 ENSMUSG00000018761.14 ENSMUST00000018905.11 protein_coding protein_coding Mpdu1 mannose-P-dolichol utilization defect 1 [Source:MGI Symbol;Acc:MGI:1346040]	Mpdu1	ENSMUSG00000018761.14	ENSMUST00000018905.11	protein_coding	protein_coding	11:69656697:69662642:-1	0.8524810914448806	1.5238504	0.5708800444805427	1.2314781	0	22	6	4
Picalm-KY.Chr1.562	KY2019:KY.Chr1.562	Picalm-KY.Chr1.562	KH.C1.633	PICALM	PICALM	7:90130230:90208932:1 ENSMUSG00000039361.11 ENSMUST00000209068.1 protein_coding protein_coding Picalm phosphatidylinositol binding clathrin assembly protein [Source:MGI Symbol;Acc:MGI:2385902]	Picalm	ENSMUSG00000039361.11	ENSMUST00000209068.1	protein_coding	protein_coding	7:90130230:90208932:1	0.6835482403607703	1.4485545	0.4832143297956568	1.1798146	6	25	7	4
Efnb3-KY.Chr1.563	KY2019:KY.Chr1.563	Efnb3-KY.Chr1.563	KH.C1.4	EFNB3	EFNB1/2/3	11:69554092:69560205:-1 ENSMUSG00000003934.5 ENSMUST00000004036.5 protein_coding protein_coding Efnb3 ephrin B3 [Source:MGI Symbol;Acc:MGI:109196]	Efnb3	ENSMUSG00000003934.5	ENSMUST00000004036.5	protein_coding	protein_coding	11:69554092:69560205:-1	0.6379764375740423	1.2313784	0.24402087034223638	0.5999392	6	9	7	8
B4galt1-KY.Chr1.564	KY2019:KY.Chr1.564	B4galt1-KY.Chr1.564	KH.C1.898	B4GALT2	KH2013:KH.C1.898_B4GALT1/2	4:40804602:40854005:-1 ENSMUSG00000028413.13 ENSMUST00000030121.12 protein_coding protein_coding B4galt1 UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:95705]	B4galt1	ENSMUSG00000028413.13	ENSMUST00000030121.12	protein_coding	protein_coding	4:40804602:40854005:-1	0.3546082705100024	0.7648842	0.2742142130404602	0.75982624	5	33	1	9
Ms4a4b-KY.Chr1.565	KY2019:KY.Chr1.565	Ms4a4b-KY.Chr1.565	KH.C1.628	MS4A18	KH2013:KH.C1.628_MS4A17A.1/11/14/2/4/5/6/7/8/9	19:11443573:11467055:1 ENSMUSG00000056290.16 ENSMUST00000035258.9 protein_coding protein_coding Ms4a4b membrane-spanning 4-domains, subfamily A, member 4B [Source:MGI Symbol;Acc:MGI:1913083]	Ms4a4b	ENSMUSG00000056290.16	ENSMUST00000035258.9	protein_coding	protein_coding	19:11443573:11467055:1	0.37670695889369527	0.75126624	0.19748010886774905	0.59347826	6	19	1	9
Ms4a4c-KY.Chr1.566	KY2019:KY.Chr1.566	Ms4a4c-KY.Chr1.566	KH.C1.884	MS4A18	KH2013:KH.C1.884	19:11407661:11427246:1 ENSMUSG00000024675.19 ENSMUST00000072729.9 protein_coding protein_coding Ms4a4c membrane-spanning 4-domains, subfamily A, member 4C [Source:MGI Symbol;Acc:MGI:1927656]	Ms4a4c	ENSMUSG00000024675.19	ENSMUST00000072729.9	protein_coding	protein_coding	19:11407661:11427246:1	0.4714898418616348	0.86324847	0.31884397560267824	0.83784175	1	17	2	0
